filename,source,split,teds_score,label
pubtabnet_train_PMC5024421_005_00.png,pubtabnet,train,0.1832,0
pubtabnet_train_PMC3541258_002_00.png,pubtabnet,train,0.4091,0
pubtabnet_train_PMC4930792_002_01.png,pubtabnet,train,0.2766,0
pubtabnet_train_PMC4585998_005_00.png,pubtabnet,train,0.1795,0
pubtabnet_train_PMC3523165_004_01.png,pubtabnet,train,0.303,0
pubtabnet_train_PMC5324230_004_00.png,pubtabnet,train,0.114,0
pubtabnet_train_PMC5342553_010_00.png,pubtabnet,train,0.2687,0
pubtabnet_train_PMC5521065_002_00.png,pubtabnet,train,0.1458,0
pubtabnet_train_PMC4950795_004_00.png,pubtabnet,train,0.1458,0
pubtabnet_train_PMC5501145_003_00.png,pubtabnet,train,0.1867,0
pubtabnet_train_PMC4287821_004_00.png,pubtabnet,train,0.1505,0
pubtabnet_train_PMC2804601_008_00.png,pubtabnet,train,0.2308,0
pubtabnet_train_PMC3016313_005_00.png,pubtabnet,train,0.4,0
pubtabnet_train_PMC3929286_004_00.png,pubtabnet,train,0.2745,0
pubtabnet_train_PMC3945950_005_01.png,pubtabnet,train,0.4286,0
pubtabnet_train_PMC5154015_003_01.png,pubtabnet,train,0.2,0
pubtabnet_train_PMC4741984_008_00.png,pubtabnet,train,0.1,0
pubtabnet_train_PMC4618956_005_00.png,pubtabnet,train,0.2606,0
pubtabnet_train_PMC4445632_006_00.png,pubtabnet,train,0.0674,0
pubtabnet_train_PMC4148084_007_00.png,pubtabnet,train,0.413,0
pubtabnet_train_PMC3943578_001_00.png,pubtabnet,train,0.4,0
pubtabnet_train_PMC2233621_002_00.png,pubtabnet,train,0.2766,0
pubtabnet_train_PMC5778614_003_00.png,pubtabnet,train,0.1875,0
pubtabnet_train_PMC4371695_002_00.png,pubtabnet,train,0.175,0
pubtabnet_train_PMC5885339_007_02.png,pubtabnet,train,0.1067,0
pubtabnet_train_PMC4675032_009_00.png,pubtabnet,train,0.2615,0
pubtabnet_train_PMC5721726_001_00.png,pubtabnet,train,0.2,0
pubtabnet_train_PMC3238214_004_00.png,pubtabnet,train,0.2692,0
pubtabnet_train_PMC5620694_003_00.png,pubtabnet,train,0.2903,0
pubtabnet_train_PMC1188056_010_01.png,pubtabnet,train,0.1667,0
pubtabnet_train_PMC4003994_004_00.png,pubtabnet,train,0.1385,0
pubtabnet_train_PMC3094267_008_00.png,pubtabnet,train,0.2658,0
pubtabnet_train_PMC4980415_008_00.png,pubtabnet,train,0.25,0
pubtabnet_train_PMC4915528_005_00.png,pubtabnet,train,0.1833,0
pubtabnet_train_PMC4447848_003_00.png,pubtabnet,train,0.1667,0
pubtabnet_train_PMC2227949_005_00.png,pubtabnet,train,0.3214,0
pubtabnet_train_PMC1891298_002_00.png,pubtabnet,train,0.2273,0
pubtabnet_train_PMC5539984_006_00.png,pubtabnet,train,0.1636,0
pubtabnet_train_PMC2722578_004_00.png,pubtabnet,train,0.186,0
pubtabnet_train_PMC3305898_004_01.png,pubtabnet,train,0.2727,0
pubtabnet_train_PMC5463141_003_00.png,pubtabnet,train,0.1429,0
pubtabnet_train_PMC4594743_007_01.png,pubtabnet,train,0.6136,0
pubtabnet_train_PMC5142405_002_01.png,pubtabnet,train,0.1625,0
pubtabnet_train_PMC4498018_005_00.png,pubtabnet,train,0.3333,0
pubtabnet_train_PMC5271163_001_00.png,pubtabnet,train,0.3529,0
pubtabnet_train_PMC1533839_005_00.png,pubtabnet,train,0.1667,0
pubtabnet_train_PMC2898822_004_00.png,pubtabnet,train,0.375,0
pubtabnet_train_PMC5778737_003_00.png,pubtabnet,train,0.25,0
pubtabnet_train_PMC4030280_004_00.png,pubtabnet,train,0.15,0
pubtabnet_train_PMC3938471_003_02.png,pubtabnet,train,0.2609,0
pubtabnet_train_PMC3175181_002_01.png,pubtabnet,train,0.2593,0
pubtabnet_train_PMC4518165_006_01.png,pubtabnet,train,0.06,0
pubtabnet_train_PMC4745422_003_00.png,pubtabnet,train,0.2708,0
pubtabnet_train_PMC4947946_003_00.png,pubtabnet,train,0.2403,0
pubtabnet_train_PMC4728814_010_00.png,pubtabnet,train,0.4348,0
pubtabnet_train_PMC4938945_007_00.png,pubtabnet,train,0.276,0
pubtabnet_train_PMC6029463_003_01.png,pubtabnet,train,0.4667,0
pubtabnet_train_PMC3503647_001_00.png,pubtabnet,train,0.1169,0
pubtabnet_train_PMC3922189_004_00.png,pubtabnet,train,0.0814,0
pubtabnet_train_PMC5307794_002_00.png,pubtabnet,train,0.2143,0
pubtabnet_train_PMC2827420_003_00.png,pubtabnet,train,0.1391,0
pubtabnet_train_PMC3325877_003_00.png,pubtabnet,train,0.6049,0
pubtabnet_train_PMC4946103_004_01.png,pubtabnet,train,0.1379,0
pubtabnet_train_PMC5996798_003_02.png,pubtabnet,train,0.1404,0
pubtabnet_train_PMC5869766_005_00.png,pubtabnet,train,0.3889,0
pubtabnet_train_PMC4982013_003_00.png,pubtabnet,train,0.3023,0
pubtabnet_train_PMC5678439_005_01.png,pubtabnet,train,0.16,0
pubtabnet_train_PMC5670527_002_00.png,pubtabnet,train,0.2963,0
pubtabnet_train_PMC4746900_004_00.png,pubtabnet,train,0.2097,0
pubtabnet_train_PMC5872320_007_00.png,pubtabnet,train,0.2099,0
pubtabnet_train_PMC3311561_005_00.png,pubtabnet,train,0.1964,0
pubtabnet_train_PMC5382496_006_00.png,pubtabnet,train,0.2245,0
pubtabnet_train_PMC3094298_004_00.png,pubtabnet,train,0.1437,0
pubtabnet_train_PMC5806238_008_00.png,pubtabnet,train,0.1159,0
pubtabnet_train_PMC2963774_005_00.png,pubtabnet,train,0.3617,0
pubtabnet_train_PMC4407577_003_00.png,pubtabnet,train,0.11,0
pubtabnet_train_PMC2783043_003_00.png,pubtabnet,train,0.2921,0
pubtabnet_train_PMC3351367_006_00.png,pubtabnet,train,0.4058,0
pubtabnet_train_PMC4558767_004_00.png,pubtabnet,train,0.4118,0
pubtabnet_train_PMC3904110_006_00.png,pubtabnet,train,0.1429,0
pubtabnet_train_PMC4707737_008_00.png,pubtabnet,train,0.122,0
pubtabnet_train_PMC3867251_007_00.png,pubtabnet,train,0.1707,0
pubtabnet_train_PMC6004279_008_00.png,pubtabnet,train,0.2174,0
pubtabnet_train_PMC4712501_005_00.png,pubtabnet,train,0.2708,0
pubtabnet_train_PMC5606017_004_00.png,pubtabnet,train,0.1429,0
pubtabnet_train_PMC3941340_002_00.png,pubtabnet,train,0.2241,0
pubtabnet_train_PMC2913917_005_00.png,pubtabnet,train,0.2742,0
pubtabnet_train_PMC5493883_004_00.png,pubtabnet,train,0.3704,0
pubtabnet_train_PMC4340281_004_02.png,pubtabnet,train,0.2,0
pubtabnet_train_PMC5852814_012_01.png,pubtabnet,train,0.1163,0
pubtabnet_train_PMC4539062_001_00.png,pubtabnet,train,0.1776,0
pubtabnet_train_PMC4029277_010_01.png,pubtabnet,train,0.1379,0
pubtabnet_train_PMC4883440_010_00.png,pubtabnet,train,0.1089,0
pubtabnet_train_PMC3614298_002_01.png,pubtabnet,train,0.1724,0
pubtabnet_train_PMC5498890_003_00.png,pubtabnet,train,0.1544,0
pubtabnet_train_PMC4172862_006_00.png,pubtabnet,train,0.2857,0
pubtabnet_train_PMC4241328_002_01.png,pubtabnet,train,0.0886,0
pubtabnet_train_PMC3689603_006_00.png,pubtabnet,train,0.5041,0
pubtabnet_train_PMC6068710_007_00.png,pubtabnet,train,0.1429,0
pubtabnet_train_PMC3532608_005_02.png,pubtabnet,train,0.2143,0
pubtabnet_train_PMC3528052_007_02.png,pubtabnet,train,0.3462,0
pubtabnet_train_PMC3134172_002_00.png,pubtabnet,train,0.1892,0
pubtabnet_train_PMC5432963_002_00.png,pubtabnet,train,0.1774,0
pubtabnet_train_PMC3464813_005_00.png,pubtabnet,train,0.3889,0
pubtabnet_train_PMC5101689_003_00.png,pubtabnet,train,0.4213,0
pubtabnet_train_PMC4287511_004_00.png,pubtabnet,train,0.5,0
pubtabnet_train_PMC5654008_002_00.png,pubtabnet,train,0.4608,0
pubtabnet_train_PMC3760450_004_00.png,pubtabnet,train,0.1026,0
pubtabnet_train_PMC4165043_003_00.png,pubtabnet,train,0.4239,0
pubtabnet_train_PMC4314265_004_00.png,pubtabnet,train,0.2,0
pubtabnet_train_PMC5034577_012_01.png,pubtabnet,train,0.3099,0
pubtabnet_train_PMC4511518_002_00.png,pubtabnet,train,0.4268,0
pubtabnet_train_PMC6024946_004_00.png,pubtabnet,train,0.3878,0
pubtabnet_train_PMC3246738_001_00.png,pubtabnet,train,0.1429,0
pubtabnet_train_PMC3275639_008_00.png,pubtabnet,train,0.3333,0
pubtabnet_train_PMC4115169_002_00.png,pubtabnet,train,0.4118,0
pubtabnet_train_PMC3933389_006_00.png,pubtabnet,train,0.1461,0
pubtabnet_train_PMC5387306_003_00.png,pubtabnet,train,0.155,0
pubtabnet_train_PMC3155835_003_03.png,pubtabnet,train,0.4118,0
pubtabnet_train_PMC3915031_007_00.png,pubtabnet,train,0.4094,0
pubtabnet_train_PMC3127785_002_00.png,pubtabnet,train,0.1207,0
pubtabnet_train_PMC3502366_005_00.png,pubtabnet,train,0.1818,0
pubtabnet_train_PMC4009411_005_00.png,pubtabnet,train,0.3182,0
pubtabnet_train_PMC5731212_003_00.png,pubtabnet,train,0.2778,0
pubtabnet_train_PMC4936003_006_00.png,pubtabnet,train,0.1429,0
pubtabnet_train_PMC3698218_010_00.png,pubtabnet,train,0.0556,0
pubtabnet_train_PMC3387617_005_00.png,pubtabnet,train,0.4194,0
pubtabnet_train_PMC4784447_008_00.png,pubtabnet,train,0.2593,0
pubtabnet_train_PMC4806509_005_01.png,pubtabnet,train,0.25,0
pubtabnet_train_PMC3702442_004_00.png,pubtabnet,train,0.0769,0
pubtabnet_train_PMC3990049_005_01.png,pubtabnet,train,0.5099,0
pubtabnet_train_PMC4988803_005_00.png,pubtabnet,train,0.125,0
pubtabnet_train_PMC4715359_005_00.png,pubtabnet,train,0.5,0
pubtabnet_train_PMC2367477_002_00.png,pubtabnet,train,0.2097,0
pubtabnet_train_PMC4618324_002_00.png,pubtabnet,train,0.2273,0
pubtabnet_train_PMC3304368_001_02.png,pubtabnet,train,0.0833,0
pubtabnet_train_PMC3035894_002_00.png,pubtabnet,train,0.1875,0
pubtabnet_train_PMC1526423_003_00.png,pubtabnet,train,0.0769,0
pubtabnet_train_PMC5056983_004_01.png,pubtabnet,train,0.2131,0
pubtabnet_train_PMC3914134_002_00.png,pubtabnet,train,0.1351,0
pubtabnet_train_PMC4578757_004_01.png,pubtabnet,train,0.2308,0
pubtabnet_train_PMC4451167_004_00.png,pubtabnet,train,0.1842,0
pubtabnet_train_PMC5759165_004_01.png,pubtabnet,train,0.175,0
pubtabnet_train_PMC4283129_009_00.png,pubtabnet,train,0.2727,0
pubtabnet_train_PMC2625333_006_00.png,pubtabnet,train,0.2222,0
pubtabnet_train_PMC5477557_002_00.png,pubtabnet,train,0.0843,0
pubtabnet_train_PMC4313683_003_01.png,pubtabnet,train,0.12,0
pubtabnet_train_PMC4609044_004_01.png,pubtabnet,train,0.18,0
pubtabnet_train_PMC5094166_003_00.png,pubtabnet,train,0.1356,0
pubtabnet_train_PMC4242473_005_00.png,pubtabnet,train,0.4828,0
pubtabnet_train_PMC3296635_007_01.png,pubtabnet,train,0.4571,0
pubtabnet_train_PMC3127141_003_00.png,pubtabnet,train,0.1081,0
pubtabnet_train_PMC3280533_010_00.png,pubtabnet,train,0.2857,0
pubtabnet_train_PMC4455057_002_00.png,pubtabnet,train,0.1818,0
pubtabnet_train_PMC3629069_002_02.png,pubtabnet,train,0.1188,0
pubtabnet_train_PMC5580613_003_00.png,pubtabnet,train,0.339,0
pubtabnet_train_PMC3576198_003_00.png,pubtabnet,train,0.1618,0
pubtabnet_train_PMC5115897_004_01.png,pubtabnet,train,0.1774,0
pubtabnet_train_PMC5534450_004_00.png,pubtabnet,train,0.3143,0
pubtabnet_train_PMC2254417_008_01.png,pubtabnet,train,0.1748,0
pubtabnet_train_PMC5816546_006_00.png,pubtabnet,train,0.3534,0
pubtabnet_train_PMC3274102_010_00.png,pubtabnet,train,0.381,0
pubtabnet_train_PMC5559214_002_00.png,pubtabnet,train,0.2698,0
pubtabnet_train_PMC5893510_006_00.png,pubtabnet,train,0.1493,0
pubtabnet_train_PMC4057449_005_00.png,pubtabnet,train,0.2941,0
pubtabnet_train_PMC3728037_004_01.png,pubtabnet,train,0.3553,0
pubtabnet_train_PMC4950078_001_00.png,pubtabnet,train,0.3684,0
pubtabnet_train_PMC2847681_003_00.png,pubtabnet,train,0.5455,0
pubtabnet_train_PMC3287966_006_00.png,pubtabnet,train,0.186,0
pubtabnet_train_PMC5902567_004_00.png,pubtabnet,train,0.2609,0
pubtabnet_train_PMC4240896_003_00.png,pubtabnet,train,0.2162,0
pubtabnet_train_PMC2586752_013_00.png,pubtabnet,train,0.3203,0
pubtabnet_train_PMC1592493_002_00.png,pubtabnet,train,0.1731,0
pubtabnet_train_PMC5738565_004_00.png,pubtabnet,train,0.3611,0
pubtabnet_train_PMC5069827_004_00.png,pubtabnet,train,0.1022,0
pubtabnet_train_PMC4887212_008_00.png,pubtabnet,train,0.25,0
pubtabnet_train_PMC3111987_006_01.png,pubtabnet,train,0.2117,0
pubtabnet_train_PMC4132713_007_01.png,pubtabnet,train,0.1557,0
pubtabnet_train_PMC2430969_008_00.png,pubtabnet,train,0.2222,0
pubtabnet_train_PMC2928240_002_00.png,pubtabnet,train,0.3704,0
pubtabnet_train_PMC4525763_003_00.png,pubtabnet,train,0.2374,0
pubtabnet_train_PMC3808278_002_00.png,pubtabnet,train,0.4189,0
pubtabnet_train_PMC2955678_005_00.png,pubtabnet,train,0.2982,0
pubtabnet_train_PMC3438128_010_00.png,pubtabnet,train,0.1159,0
pubtabnet_train_PMC5363622_002_00.png,pubtabnet,train,0.1233,0
pubtabnet_train_PMC3901027_001_01.png,pubtabnet,train,0.2963,0
pubtabnet_train_PMC6079320_003_01.png,pubtabnet,train,0.1765,0
pubtabnet_train_PMC3982285_004_00.png,pubtabnet,train,0.127,0
pubtabnet_train_PMC5404280_005_00.png,pubtabnet,train,0.1176,0
pubtabnet_train_PMC6068901_004_00.png,pubtabnet,train,0.2241,0
pubtabnet_train_PMC5747155_006_00.png,pubtabnet,train,0.1393,0
pubtabnet_train_PMC4118158_003_00.png,pubtabnet,train,0.1081,0
pubtabnet_train_PMC4661689_005_00.png,pubtabnet,train,0.3039,0
pubtabnet_train_PMC3821366_020_00.png,pubtabnet,train,0.2,0
pubtabnet_train_PMC4140075_001_00.png,pubtabnet,train,0.22,0
pubtabnet_train_PMC5883358_005_03.png,pubtabnet,train,0.2105,0
pubtabnet_train_PMC3816593_006_01.png,pubtabnet,train,0.1702,0
pubtabnet_train_PMC5642591_003_00.png,pubtabnet,train,0.3488,0
pubtabnet_train_PMC3853232_002_03.png,pubtabnet,train,0.2895,0
pubtabnet_train_PMC2211297_006_00.png,pubtabnet,train,0.1519,0
pubtabnet_train_PMC4115486_004_00.png,pubtabnet,train,0.3077,0
pubtabnet_train_PMC526756_006_00.png,pubtabnet,train,0.0789,0
pubtabnet_train_PMC4578263_004_00.png,pubtabnet,train,0.2892,0
pubtabnet_train_PMC3564898_005_01.png,pubtabnet,train,0.0887,0
pubtabnet_train_PMC5884769_007_01.png,pubtabnet,train,0.1905,0
pubtabnet_train_PMC6093114_005_00.png,pubtabnet,train,0.2663,0
pubtabnet_train_PMC5948572_015_00.png,pubtabnet,train,0.3636,0
pubtabnet_train_PMC1796848_009_00.png,pubtabnet,train,0.2683,0
pubtabnet_train_PMC5549825_003_00.png,pubtabnet,train,0.1429,0
pubtabnet_train_PMC4977048_003_00.png,pubtabnet,train,0.2603,0
pubtabnet_train_PMC5579569_011_01.png,pubtabnet,train,0.1667,0
pubtabnet_train_PMC5506211_005_01.png,pubtabnet,train,0.2241,0
pubtabnet_train_PMC4600261_002_00.png,pubtabnet,train,0.375,0
pubtabnet_train_PMC4141943_004_00.png,pubtabnet,train,0.2793,0
pubtabnet_train_PMC5357633_004_00.png,pubtabnet,train,0.2407,0
pubtabnet_train_PMC3799515_003_00.png,pubtabnet,train,0.1818,0
pubtabnet_train_PMC3538606_004_00.png,pubtabnet,train,0.0575,0
pubtabnet_train_PMC4317510_001_00.png,pubtabnet,train,0.4524,0
pubtabnet_train_PMC4548695_004_00.png,pubtabnet,train,0.3195,0
pubtabnet_train_PMC3757311_002_00.png,pubtabnet,train,0.3188,0
pubtabnet_train_PMC5862627_004_01.png,pubtabnet,train,0.1194,0
pubtabnet_train_PMC4962379_004_01.png,pubtabnet,train,0.2424,0
pubtabnet_train_PMC3986975_004_00.png,pubtabnet,train,0.3462,0
pubtabnet_train_PMC555957_004_00.png,pubtabnet,train,0.041,0
pubtabnet_train_PMC3184090_009_00.png,pubtabnet,train,0.2329,0
pubtabnet_train_PMC5932107_003_01.png,pubtabnet,train,0.4464,0
pubtabnet_train_PMC4177423_007_00.png,pubtabnet,train,0.1522,0
pubtabnet_train_PMC3796712_003_00.png,pubtabnet,train,0.2267,0
pubtabnet_train_PMC2708158_004_00.png,pubtabnet,train,0.4375,0
pubtabnet_train_PMC6076941_003_00.png,pubtabnet,train,0.1481,0
pubtabnet_train_PMC5922480_003_00.png,pubtabnet,train,0.2907,0
pubtabnet_train_PMC5377055_003_01.png,pubtabnet,train,0.3684,0
pubtabnet_train_PMC4573300_004_02.png,pubtabnet,train,0.3864,0
pubtabnet_train_PMC3765698_004_00.png,pubtabnet,train,0.1768,0
pubtabnet_train_PMC5809895_005_00.png,pubtabnet,train,0.2742,0
pubtabnet_train_PMC4083036_009_00.png,pubtabnet,train,0.3065,0
pubtabnet_train_PMC2198907_005_00.png,pubtabnet,train,0.1562,0
pubtabnet_train_PMC5433305_002_00.png,pubtabnet,train,0.2708,0
pubtabnet_train_PMC5859777_003_01.png,pubtabnet,train,0.0,0
pubtabnet_train_PMC1793997_009_00.png,pubtabnet,train,0.064,0
pubtabnet_train_PMC5558674_006_00.png,pubtabnet,train,0.2083,0
pubtabnet_train_PMC4796034_006_00.png,pubtabnet,train,0.2105,0
pubtabnet_train_PMC5778762_003_00.png,pubtabnet,train,0.1271,0
pubtabnet_train_PMC3812034_003_00.png,pubtabnet,train,0.2685,0
pubtabnet_train_PMC3613060_001_00.png,pubtabnet,train,0.375,0
pubtabnet_train_PMC6068900_007_00.png,pubtabnet,train,0.3714,0
pubtabnet_train_PMC2956724_004_00.png,pubtabnet,train,0.0787,0
pubtabnet_train_PMC3813114_003_00.png,pubtabnet,train,0.1667,0
pubtabnet_train_PMC4810390_003_00.png,pubtabnet,train,0.3077,0
pubtabnet_train_PMC2740842_005_00.png,pubtabnet,train,0.0932,0
pubtabnet_train_PMC5622472_003_01.png,pubtabnet,train,0.2923,0
pubtabnet_train_PMC3913960_010_00.png,pubtabnet,train,0.2903,0
pubtabnet_train_PMC4707737_004_00.png,pubtabnet,train,0.1842,0
pubtabnet_train_PMC4534105_007_00.png,pubtabnet,train,0.2656,0
pubtabnet_train_PMC3893367_006_00.png,pubtabnet,train,0.1382,0
pubtabnet_train_PMC3279308_005_01.png,pubtabnet,train,0.4375,0
pubtabnet_train_PMC2713979_002_01.png,pubtabnet,train,0.3077,0
pubtabnet_train_PMC5494118_002_01.png,pubtabnet,train,0.398,0
pubtabnet_train_PMC2683862_002_00.png,pubtabnet,train,0.2429,0
pubtabnet_train_PMC3467157_004_01.png,pubtabnet,train,0.1304,0
pubtabnet_train_PMC4099489_005_00.png,pubtabnet,train,0.215,0
pubtabnet_train_PMC4301794_003_00.png,pubtabnet,train,0.3179,0
pubtabnet_train_PMC4231397_003_00.png,pubtabnet,train,0.3462,0
pubtabnet_train_PMC3334686_010_00.png,pubtabnet,train,0.2771,0
pubtabnet_train_PMC4240177_006_00.png,pubtabnet,train,0.0923,0
pubtabnet_train_PMC1647270_002_00.png,pubtabnet,train,0.1579,0
pubtabnet_train_PMC5967125_003_00.png,pubtabnet,train,0.2055,0
pubtabnet_train_PMC4756974_002_00.png,pubtabnet,train,0.1034,0
pubtabnet_train_PMC3816028_003_00.png,pubtabnet,train,0.2647,0
pubtabnet_train_PMC3751862_003_00.png,pubtabnet,train,0.2588,0
pubtabnet_train_PMC4840943_007_00.png,pubtabnet,train,0.1622,0
pubtabnet_train_PMC5535745_007_00.png,pubtabnet,train,0.1266,0
pubtabnet_train_PMC5022174_007_00.png,pubtabnet,train,0.1611,0
